player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank, ast/tov, rimmade, rimmade+rimmiss, midmade, midmade+midmiss, rimmade/(rimmade+rimmiss), midmade/(midmade+midmiss), dunksmade, dunksmiss+dunksmade, dunksmade/(dunksmade+dunksmiss), pick, drtg,adrtg, dporpag, stops, bpm, obpm, dbpm, gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,,
Kendall Lewis,Illinois St.,MVC,31,68.3,107.5,17.6,57.9,62.01,7.8,16,6.6,24,63,80,0.787,76,131,0.58,23,60,0.383,3.5,2.3,41.9,Jr,7-Jun,22,1.79734,104.324,4.2,2022,70446,all,45.2,0.48437663,53,79,23,52,0.6709,0.4423,11,12,0.9167,,104.736,104.029,2.21307,168.761,1.87575,0.879525,0.996222,0.679436,27.5758,0.385874,0.293562,1.7576,4,5.7576,0.9394,1.1212,0.9697,9.2727,Wing F,4.01222
Justin Webster,UNLV,MWC,30,39.8,105.7,14.6,47.7,51.44,1.1,7.5,6.5,8.3,20,21,0.952,26,53,0.491,24,77,0.312,0,1,16.2,Jr,3-Jun,2,0.86915,100.61,2.2,2022,70448,all,,1.9092447,13,23,13,30,0.5652,0.4333,0,0,,,105.822,103.725,1.34824,68.1073,-0.00715277,0.826189,-0.833342,-0.746399,16.6452,-0.187439,-0.55896,0.1613,1.2903,1.4516,0.6774,0.2581,0,5.1935,Wing G,9.31645
Darrius Hughes,Nebraska Omaha,Sum,29,46.6,92.4,27,51,54.19,7.4,16,2.9,21.9,58,88,0.659,100,196,0.51,1,3,0.333,1.2,1,44.2,Jr,7-Jun,2,0.760233,97.1344,6.3,2022,70451,all,,0.11862511,60,102,40,94,0.5882,0.4255,5,6,0.8333,,118.615,116.457,0.70501,90.1036,-10.5456,-5.00272,-5.54285,-7.84542,18.5333,-4.02734,-3.81808,1.2333,2.6667,3.9,0.2333,0.4,0.2,9,Wing F,0.311292
Mysta Goodloe,USC Upstate,BSth,28,53.6,98.7,20.8,49.2,52.79,6,13.2,17.9,21,37,48,0.771,59,115,0.513,19,63,0.302,1.3,2.5,27,Jr,5-Jun,3,1.06026,98.6892,4.9,2022,70452,all,,1.30612878,43,77,16,38,0.5584,0.4211,0,0,,,106.782,108.604,1.49358,120.226,-0.39199,0.304491,-0.69648,-1.58094,22.8,-0.879901,-0.701041,1.1667,2.7,3.8667,2.1333,0.9667,0.2667,7.3667,Wing G,5.61064
J.C. Tharrington,UNC Greensboro,SC,22,14.4,77.9,12,36.4,36.36,0.7,6.3,11.6,23.5,0,0,0,3,10,0.3,6,23,0.261,0,1.1,0,Jr,1-Jun,11,-0.526113,66.6258,3.1,2022,70453,all,,1.62507186,0,5,3,5,0,0.6,0,0,,,108.676,107.954,0.544965,23.9882,-6.18539,-4.4053,-1.7801,-5.68155,8.4783,-5.0996,-0.581951,0.0435,0.3913,0.4348,0.5652,0.1304,0,1.5652,Scoring PG,8.13604
Immanuel Allen,Abilene Christian,WAC,31,32.8,110,21.6,52.8,58.01,7.1,11.2,11.6,15.8,49,65,0.754,38,79,0.481,19,47,0.404,1,2,51.6,Jr,4-Jun,25,1.23617,112.54,7.3,2022,70454,all,,0.90001163,29,52,9,27,0.5577,0.3333,2,2,1,,98.374,100.724,1.21222,73.7375,0.694616,1.60756,-0.912949,0.685368,13.4571,0.933072,-0.247704,0.7429,1.1143,1.8571,0.7714,0.5714,0.1429,6,Wing G,6.38651
Marlon Ruffin,Portland St.,BSky,28,51.4,97.2,24.3,43.9,48.54,6.8,11,6.6,13,60,84,0.714,76,169,0.45,17,62,0.274,0.4,2.1,36.4,Jr,5-Jun,22,0.900613,97.5684,3.3,2022,70455,all,,0.61766524,50,86,26,83,0.5814,0.3133,2,2,1,,104.493,105.704,1.59934,103.226,-4.12781,-1.63078,-2.49702,-2.06197,21.2333,-0.341851,-1.72012,1.2667,1.9333,3.2,0.7,0.8333,0.0667,9.8333,Wing G,5.74633
Jalyn McCreary,South Florida,Amer,16,18.1,97.3,20.4,53.5,53.13,8.9,15.3,8.3,18.6,5,11,0.455,35,68,0.515,2,3,0.667,6.8,1.1,15.5,So,8-Jun,4,0.769318,101.134,6.2,2022,70457,all,70.2,0.5,15,25,20,43,0.6,0.4651,2,3,0.6667,,98.0995,96.1152,1.52507,42.4158,0.899908,-2.4561,3.35601,0.143814,14.0625,-1.49802,1.64183,1.1875,1.8125,3,0.4375,0.25,0.75,5.0625,PF/C,0.813465
Jatayveous Watson,USC Upstate,BSth,8,5.2,90.9,18.6,50,51.28,1.9,9.2,2.9,14.7,10,20,0.5,5,10,0.5,0,0,0,5.6,3.7,200,Jr,8-Jun,25,0.117752,89.6777,8.9,2022,70458,all,,0.6666667,5,7,0,3,0.7143,0,3,3,1,,103.229,102.579,0.677393,13.4405,-3.28118,-4.1231,0.841911,-1.43661,8.7778,-3.28565,1.84904,0.2222,1.2222,1.4444,0.2222,0.4444,0.3333,2.5556,C,0
Wildens Leveque,South Carolina,SEC,28,49.5,111.7,14.8,58.1,58.51,10.7,13.6,5.5,17,35,61,0.574,72,124,0.581,0,0,0,5.5,2.1,49.2,Jr,10-Jun,15,1.66549,108.018,5.8,2022,70459,all,38.2,0.62964555,53,71,19,53,0.7465,0.3585,26,27,0.963,,96.6822,91.8721,2.61017,124.584,5.05044,0.755198,4.29524,2.76137,20.9655,-0.284398,3.04576,2.1379,2.5862,4.7241,0.5862,0.8276,1.069,6.5862,C,0
Jaime Jaquez Jr.,UCLA,P12,33,72.3,115.3,23.8,51.1,55.69,6.6,15.7,15.3,11.9,102,132,0.773,149,280,0.532,21,73,0.288,1.3,2.3,37.4,Jr,7-Jun,24,4.25315,126.541,2.1,2022,70461,all,82.6,1.65959831,82,139,67,141,0.5899,0.4752,6,7,0.8571,,95.05,90.8634,3.77099,189.059,7.6829,4.88131,2.80159,8.30355,30.3333,5.75593,2.54762,1.7576,3.9394,5.697,2.3636,1.1515,0.3333,14.0303,Wing G,4.38965
Gregory Hammond,UMass Lowell,AE,13,6.5,96.8,18.7,37,41.38,7.7,16.1,10.3,8.5,4,5,0.8,7,19,0.368,1,4,0.25,0,1.6,21.7,Jr,6-Jun,3,0.136318,92.2699,4.9,2022,70462,all,44.4,2,7,15,0,4,0.4667,0,1,1,1,,101.345,104.728,0.447194,12.7878,-5.71642,-3.15703,-2.5594,-4.87019,7.4667,-3.47593,-1.39425,0.4667,1.6667,2.1333,0.4,0.2667,0.1333,2.4,Wing F,3.21164
De'Sean Allen-Eikens,New Orleans,Slnd,12,20.6,87.6,17.3,45.6,48.64,3.8,12.7,9.4,23,15,25,0.6,17,37,0.459,6,20,0.3,1.8,0.9,43.9,So,6-Jun,34,-0.236687,81.9015,2.2,2022,70463,all,1,0.88893212,13,28,4,9,0.4643,0.4444,0,0,,,105.291,105.157,1.51634,41.6756,-5.40094,-3.87112,-1.52982,-4.22229,19.4286,-2.08075,-2.14155,0.7143,2.5,3.2143,1.1429,0.4286,0.2857,5.9286,Wing G,4.41605
Goran Miladinovic,Marshall,CUSA,27,33.1,91.8,16.5,48.5,48.58,7.6,19.9,4.3,19.4,13,28,0.464,41,81,0.506,6,22,0.273,3.1,1.2,27.2,Jr,Jul-00,21,0.111478,87.479,5.1,2022,70464,all,9.4,0.45831319,33,54,8,27,0.6111,0.2963,3,4,0.75,,105.637,105.075,1.17755,81.2057,-4.78888,-3.78103,-1.00785,-4.86817,14.8966,-3.95504,-0.913131,1.069,2.7241,3.7931,0.3793,0.3448,0.5172,4.3103,PF/C,2.93959
Devin Collins,Marshall,CUSA,1,0.2,0,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,So,8-Jun,35,-0.902235,-1.30147,26.7,2022,70465,all,,,0,0,0,0,,,0,0,,,115.602,112.846,0.151183,0.347699,-16.053,-9.31271,-6.74033,-36.7617,6,-29.0014,-7.76029,0.3333,0,0.3333,0,0,0.3333,2.6667,C,22.1137
Taz Sherman,West Virginia,B12,31,80.2,101.6,27.5,48.5,52.93,1.4,9.4,17.2,16.7,110,138,0.797,124,269,0.461,64,185,0.346,0.5,2.3,30.4,Sr,4-Jun,12,3.88705,118.191,1,2022,70466,all,,0.90363781,50,90,74,179,0.5556,0.4134,3,4,0.75,,104.013,98.329,3.43909,169.214,2.84311,3.37775,-0.534642,4.57091,34.129,4.55819,0.0127199,0.4194,2.6129,3.0323,2.4194,1.3226,0.1613,17.7419,Combo G,10.1908
Zach Iyeyemi,Houston Baptist,Slnd,24,31.4,98.9,21,54.2,60.2,11.1,15.6,5.1,27.6,39,53,0.736,39,71,0.549,0,1,0,1,0.7,73.6,Jr,9-Jun,0,0.458188,95.4781,8.5,2022,70467,all,,0.2895144,35,59,4,12,0.5932,0.3333,1,1,1,,112.589,115.32,0.546071,49.8144,-8.4126,-4.11483,-4.29776,-9.09203,13.3571,-5.8027,-3.28933,1.3929,1.6071,3,0.3929,0.2143,0.1429,5.2143,C,0.175775
Brady Danielson,North Dakota,Sum,28,49,105.5,14.2,55.2,54.68,8,16.3,11.3,20,17,35,0.486,28,53,0.528,20,52,0.385,0.5,1.3,33.3,Jr,4-Jun,15,0.50487,92.535,4.4,2022,70470,all,,1.10000002,21,37,7,15,0.5676,0.4667,0,0,,,115.047,115.665,0.824507,96.0966,-2.21447,-0.482542,-1.73193,-3.42608,19.8667,-1.58527,-1.8408,1.4333,2.7,4.1333,1.1,0.4333,0.1,4.6333,Wing G,5.27606
Hunter Janacek,Houston Baptist,Slnd,8,7.9,67.6,19.6,26.3,34.32,5.7,17.4,15.7,31.9,5,6,0.833,5,7,0.714,0,12,0,0,2.1,31.6,Sr,5-Jun,5,-0.790618,62.8655,3.5,2022,70472,all,,0.90000903,4,6,1,1,0.6667,1,0,0,,,110.057,114.774,0.442483,14.2517,-10.0263,-7.02446,-3.00182,-10.705,10.3333,-7.2145,-3.49051,0.4444,1.3333,1.7778,1,0.4444,0,2.6667,PF/C,8.38378
Malachi Rhodes,Bucknell,Pat,32,31.4,85.2,21.9,50.5,51.7,9.4,27.3,8.6,28.7,23,42,0.548,41,84,0.488,6,15,0.4,3,1.1,42.4,Jr,8-Jun,3,-0.0578808,84.0394,5.5,2022,70477,all,,0.40909091,23,44,18,40,0.5227,0.45,3,3,1,,108.849,111.668,0.683735,84.9158,-7.94603,-5.63098,-2.31505,-7.62168,12.8438,-5.1176,-2.50409,0.9375,3.0312,3.9688,0.5625,0.25,0.375,3.8438,PF/C,2.1375
Xander Rice,Bucknell,Pat,32,79.5,107.6,23.1,47.9,55.8,2,6.9,23.5,16.6,122,138,0.884,73,191,0.382,50,118,0.424,0.3,2.3,44.7,Jr,3-Jun,21,2.47332,107.792,2.5,2022,70480,all,,1.82352941,40,99,33,92,0.404,0.3587,0,0,,,115.737,118.733,0.952449,160.982,-2.5689,1.77629,-4.34519,-1.86905,32.5312,0.986034,-2.85509,0.5,1.9375,2.4375,3.875,1.2812,0.0938,13.0625,Scoring PG,6.64139
James Bishop,George Washington,A10,30,84.4,97,26.7,45.4,50.05,1.2,6,12.4,12.6,98,119,0.824,112,256,0.438,60,189,0.317,0.5,1.5,26.7,Jr,2-Jun,11,2.34971,105.416,2.1,2022,70481,all,69.2,0.96665001,54,95,58,161,0.5684,0.3602,0,0,,,108.827,108.782,2.17852,143.072,-2.96777,0.425951,-3.39372,-1.42382,34.2,0.76053,-2.18435,0.3667,1.8333,2.2,1.9333,0.8667,0.1667,16.7333,Combo G,10.5867
Edward Oliver-Hampton,South Carolina St.,MEAC,26,44.8,100.4,20.3,47.1,52.03,11.3,23.6,5.9,20.1,45,60,0.75,63,137,0.46,7,19,0.368,2.4,2,38.5,Sr,8-Jun,14,0.853313,98.1361,4.8,2022,70484,all,,0.4047504,42,74,22,64,0.5676,0.3438,6,7,0.8571,,95.8443,101.113,1.75479,120.353,-2.41854,-2.42948,0.0109461,-1.16307,19.0345,-0.792698,-0.370369,2.2759,3.931,6.2069,0.5862,0.6897,0.4138,7.4483,PF/C,2.03829
Chris Shelton,Youngstown St.,Horz,27,23.3,103.8,19.6,44.9,46.17,6.7,12.1,7.5,8.5,5,5,1,12,22,0.545,24,85,0.282,0,0.8,4.7,Jr,4-Jun,24,0.522692,99.4578,2.8,2022,70485,all,,1.20011603,9,13,3,9,0.6923,0.3333,0,0,,,108.268,112.334,0.557772,43.3311,-4.09654,0.679358,-4.7759,-1.83105,11.2414,1.32359,-3.15464,0.6207,1.2414,1.8621,0.4138,0.1724,0.069,4.3103,Stretch 4,17.6181
Okay Djamgouz,Drake,MVC,20,12.4,137,16.5,64,65.68,1.4,7.9,4.5,4.3,5,5,1,5,15,0.333,21,42,0.5,0,0.7,8.8,So,5-Jun,10,1.30716,129.719,3,2022,70492,all,,1,1,4,4,11,0.25,0.3636,0,0,,,106.064,106.615,0.611685,22.6226,1.36124,4.4529,-3.09166,2.66333,9.0455,4.2167,-1.55337,0.0909,0.5,0.5909,0.1818,0.1364,0.0455,4.1818,Wing G,14.7997
Isaiah Cozart,Western Kentucky,CUSA,16,7,125.3,7.6,55.6,55.28,11.2,15.4,0,8.9,1,2,0.5,5,9,0.556,0,0,0,6.7,0.7,22.2,Jr,7-Jun,50,0.319516,102.908,1.4,2022,70493,all,20.6,0,5,6,0,3,0.8333,0,4,4,1,,102.855,104.146,0.423057,15.4362,-3.81175,-2.40313,-1.40862,-1.29956,6.0556,-0.66758,-0.631978,0.6111,0.8889,1.5,0,0.1111,0.6111,1.3333,PF/C,0
Chandler Turner,Bowling Green,MAC,28,43.2,110.6,17.1,52.8,54.39,5.5,15.8,8.7,12.5,29,47,0.617,45,87,0.517,21,58,0.362,2.6,1.9,32.4,Jr,7-Jun,13,1.07346,102.64,3.9,2022,70494,all,,1.17386193,34,55,11,32,0.6182,0.3438,4,4,1,,109.985,111.347,0.995789,98.1827,-0.477761,0.890072,-1.36783,-0.0846742,17.8,0.977528,-1.0622,0.9667,2.6333,3.6,0.9,0.6333,0.4,6.6333,Wing F,6.21033
Roti Ware,Stephen F. Austin,WAC,6,16.4,92.9,17.4,37.5,39.76,1.3,8.9,14,8.8,8,14,0.571,18,47,0.383,3,13,0.231,0.7,2.8,23.3,Sr,3-Jun,2,0.403996,89.165,2,2022,70495,all,,1.85714282,7,14,11,33,0.5,0.3333,0,0,,,99.0847,95.8132,3.35791,33.1343,-2.56665,-2.02255,-0.544097,-1.96834,30.8,-2.25453,0.286186,0.3,2.8,3.1,2.6,1.2,0.2,11.3,Combo G,3.95269
Trey Diggs,Bowling Green,MAC,29,65.3,102.9,16.7,49.4,51.74,4.6,13.7,5.1,15.7,25,28,0.893,30,63,0.476,58,174,0.333,1.5,1.5,11.8,Sr,6-Jun,11,0.8688,94.9542,2.9,2022,70496,all,,0.65793767,13,30,17,33,0.4333,0.5152,1,1,1,,112.424,113.646,1.24378,133.103,-1.94329,0.586041,-2.52933,-2.50355,25.9677,0.169685,-2.67324,1.2581,3.4194,4.6774,0.8065,0.7419,0.3226,9.5161,Stretch 4,12.3255
Isaac Elsasser,Bowling Green,MAC,16,7.7,134.6,10.5,82.1,81.04,3.4,9.7,9.6,22.9,2,3,0.667,4,9,0.444,5,5,1,1.2,1.8,21.4,Jr,4-Jun,12,0.545547,113.318,0.9,2022,70497,all,,1.25022496,4,8,0,1,0.5,0,0,0,,,113.54,113.498,0.270735,14.8637,-0.615759,1.23696,-1.85272,-0.37677,6.6667,1.53175,-1.90852,0.2222,0.6667,0.8889,0.2778,0.3333,0.0556,2.6111,Combo G,3.00365
Sama'zha Hart,Alcorn St.,SWAC,3,2.6,97.9,18,55.6,60.3,3.1,24.2,6.3,27.6,2,2,1,5,9,0.556,0,0,0,0,1.7,22.2,Jr,7-Jun,22,0.30346,92.8645,9.1,2022,70499,all,23.8,0.33329999,4,8,1,1,0.5,1,0,1,0,,100.931,112.777,0.59073,6.87184,-5.58248,-4.38389,-1.19859,-5.28279,11.6667,-5.48455,0.201768,0.3333,2.3333,2.6667,0.3333,0.3333,0,4,Wing F,0
Ryan Langborg,Princeton,Ivy,27,74.6,120.6,15.2,60.7,62.75,1.1,12.1,8.8,12.2,33,41,0.805,37,60,0.617,62,154,0.403,1,1.5,19.2,Jr,4-Jun,3,2.67524,110.286,2.6,2022,70502,all,,1.7586,30,44,7,16,0.6818,0.4375,0,0,,,104.722,107.119,2.17411,144.758,2.25621,2.99269,-0.736486,1.66703,30.2759,2.08661,-0.419587,0.3448,3.1379,3.4828,1.7586,0.8276,0.3103,10.6552,Wing G,10.5756
Jawaun Daniels,Prairie View A&M,SWAC,25,78.5,99.1,23.7,50.3,53.53,5,16.9,15.2,21.3,70,99,0.707,96,201,0.478,39,106,0.368,1,1.4,32.2,Sr,7-Jun,22,2.11979,103.305,2.4,2022,70503,all,,0.73076925,64,103,32,98,0.6214,0.3265,14,15,0.9333,,105.823,108.423,2.2391,153.241,-1.46019,-0.270943,-1.18925,-0.570422,34.4,1.35592,-1.92634,1.48,5.24,6.72,2.28,0.84,0.32,15.16,Wing F,6.85832
Brady Spence,The Citadel,SC,19,11.4,94.3,16.8,44.8,50.24,11.1,19,4.4,23.5,6,6,1,13,29,0.448,0,0,0,5.5,0.4,20.7,Jr,9-Jun,14,0.0632687,88.121,5.8,2022,70505,all,,0.58331806,12,21,1,8,0.5714,0.125,2,2,1,,107.324,105.838,0.494893,25.5409,-6.08326,-5.82788,-0.25538,-5.51851,7.5909,-4.79022,-0.728291,0.6364,1.5,2.1364,0.3182,0.0455,0.3636,2.4545,C,0
Mike Green,South Carolina,SEC,3,0.8,0,7.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10.9,0,0,Jr,2-Jun,13,-1.02755,-3.46872,0,2022,70507,all,,,0,1,0,0,0,,0,0,,,105.732,107.767,0.22672,1.34249,-3.38008,-7.44851,4.06843,-9.08327,4.25,-6.07459,-3.00868,0,0.25,0.25,0,0.25,0.25,2.75,PF/C,5.76943
Trae Hannibal,Murray St.,OVC,31,56.1,105.5,23.2,50.5,55.93,5.2,21.3,19,22.2,84,119,0.706,91,179,0.508,4,13,0.308,0.5,3.1,62,So,2-Jun,2,1.84752,109.11,2.8,2022,70509,all,69.6,1.29228991,76,130,15,49,0.5846,0.3061,14,22,0.6364,,90.4099,91.4138,2.7979,152.58,2.8105,0.00739446,2.8031,3.82608,21.9706,0.917206,2.90887,1,4.0882,5.0882,2.4706,1.1765,0.0882,9.2353,Wing G,1.09406
Robert Jones,Iowa St.,B12,33,28.8,90.3,17.5,50.6,47.63,9.1,14.8,13.7,22.5,11,35,0.314,41,81,0.506,0,0,0,4.8,2,43.2,Jr,9-Jun,12,0.296998,92.5733,5.8,2022,70511,all,48.6,1.03845669,35,61,6,20,0.5738,0.3,7,10,0.7,,92.0445,87.2127,1.65533,76.936,2.42678,-2.53842,4.9652,1.30427,11.9697,-2.48932,3.79359,0.9091,1.3939,2.303,0.8182,0.3939,0.4545,2.8182,C,0
Jordan King,East Tennessee St.,SC,30,82.7,114.2,21.2,59.1,60.46,1.3,10.1,13.4,16.7,40,53,0.755,61,127,0.48,94,215,0.437,0.3,1.3,15.5,So,Jun-00,2,3.3982,114.989,1.7,2022,70514,all,,1.15867533,30,54,31,73,0.5556,0.4247,1,1,1,,114.592,111.778,1.78864,139.889,0.46,3.32815,-2.86815,1.80346,32.6875,3.87162,-2.06817,0.375,2.9062,3.2812,2.2812,0.75,0.0625,14.5625,Combo G,13.1084
Rob Higgins,St. Francis NY,NEC,27,77.5,100.5,20.8,45,48.36,2.4,5.8,20.6,14.8,54,75,0.72,73,173,0.422,38,116,0.328,0.3,2.1,26,Jr,1-Jun,3,1.45428,97.96,1.5,2022,70516,all,,1.97867271,50,99,23,74,0.5051,0.3108,0,0,,,107.694,112.321,1.73797,134.241,-2.69765,-0.0460741,-2.65157,-2.29586,32.8214,-0.397853,-1.89801,0.7143,1.5357,2.25,3.3214,1.1786,0.1071,11.6429,Scoring PG,7.58317
Trey Quartlebaum,St. Francis NY,NEC,29,32.5,85.7,14.6,38.9,41.02,1.7,10,8,14.9,9,13,0.692,13,37,0.351,16,58,0.276,0.3,1.4,13.7,Jr,2-Jun,15,-0.4119,76.2315,2.9,2022,70518,all,,1.35697455,3,7,10,30,0.4286,0.3333,0,0,,,107.606,112.444,0.672796,56.5041,-6.68123,-3.93936,-2.74187,-6.50444,13.5333,-4.60993,-1.89451,0.2667,1.1333,1.4,0.6333,0.3333,0.0333,3.1333,Wing G,9.04147
Kanon Koster,South Dakota,Sum,11,5.2,113.7,15.4,56.3,59,2,16.3,6.4,12.7,2,2,1,6,13,0.462,2,3,0.667,0,0,12.5,Jr,4-Jun,24,0.30131,101.205,2.6,2022,70519,all,,1,3,4,3,9,0.75,0.3333,0,0,,,110.664,109.756,0.335107,8.89113,-5.7995,-2.26568,-3.53382,-1.8687,6.3846,0.356249,-2.22495,0.2308,0.7692,1,0.2308,0.0769,0,2,Wing G,2.94594
Chris Freeman,Jackson St.,SWAC,4,5.4,88.4,13.3,34.6,38.13,12.1,5.6,0,14.1,2,3,0.667,3,7,0.429,1,6,0.167,0,0.9,23.1,Sr,6-Jun,21,-0.17539,82.2581,5.5,2022,70521,all,,0,1,3,2,4,0.3333,0.5,0,0,,,105.241,103.232,1.361,8.4135,-7.8189,-3.24213,-4.57676,-7.5749,16.25,-5.1282,-2.4467,1.75,0.75,2.5,0,0.25,0,2.75,Stretch 4,5.6329
David Appelgren,Wofford,SC,14,3.1,92.3,13.6,100,90.91,3.6,18.8,5.4,49.5,1,2,0.5,4,4,1,0,0,0,3.9,1.7,50,Sr,1-Jul,20,-0.0319429,81.8854,5.4,2022,70522,all,,0.28571429,3,3,1,1,1,1,1,1,1,,101.344,100.924,0.242513,6.93274,-2.73385,-5.23074,2.49688,-2.56946,3,-4.3724,1.80294,0.25,0.5,0.75,0.125,0.0625,0.0625,0.8125,C,0
Ali Ali,Akron,MAC,32,86.8,102.1,24.3,52,55.33,3.5,6.3,16.4,20.5,89,125,0.712,113,236,0.479,46,114,0.404,0.9,0.8,35.7,So,8-Jun,24,2.40187,105.294,2,2022,70524,all,,0.94504018,51,87,63,150,0.5862,0.42,6,7,0.8571,,106.076,107.567,2.38703,147.74,-1.83035,0.0747613,-1.90511,-1.13877,34.2059,0.985849,-2.12461,1,1.9412,2.9412,2.5294,0.4706,0.2647,13.9412,Wing F,6.39546
Jermaine Hamlin,Eastern Illinois,OVC,11,19.7,74,21.5,40.9,44.65,5.3,13.3,1.2,23.2,13,19,0.684,27,66,0.409,0,0,0,10.2,1.8,28.8,Jr,10-Jun,34,-0.732905,75.223,3.3,2022,70527,all,,0.09520862,21,38,6,28,0.5526,0.2143,5,6,0.8333,,104.455,107.543,1.43218,44.944,-7.81187,-9.58812,1.77626,-5.61063,20.6923,-6.10323,0.492602,1.1538,2.1538,3.3077,0.1538,0.5385,1.6923,6.8462,C,0
Greg Tribble,Akron,MAC,31,63.3,104.5,17.9,46.2,52.43,2,10.7,17.2,17.2,72,102,0.706,69,145,0.476,6,24,0.25,0.8,2.2,60.4,So,1-Jun,2,1.26251,99.2976,3.5,2022,70528,all,,1.71430814,45,89,24,56,0.5056,0.4286,4,5,0.8,,101.186,102.737,2.23258,136.054,-0.467292,-0.715436,0.248144,-1.26605,25.7879,-1.99434,0.728296,0.3939,2.3636,2.7576,2.1818,1.0909,0.1818,7.2424,Combo G,1.84626
Austin Hutcherson,Illinois,B10,4,4.7,74.4,15,37.5,48.57,3.7,10.6,5.4,38.1,5,7,0.714,3,4,0.75,0,4,0,1.5,1.9,87.5,Sr,6-Jun,22,-0.8324,69.8921,2.6,2022,70529,all,,0.33333333,3,3,0,1,1,0,0,0,,,99.3174,96.9523,1.63594,11.0007,-1.01358,-3.94538,2.9318,-3.75198,15.5,-3.86152,0.109543,0.5,1.5,2,0.5,0.5,0.25,2.75,Wing G,3.7834
Jamaal Walker,Chattanooga,SC,8,8.2,92.9,13.8,30.4,37.84,4.5,10,6.1,8.1,7,10,0.7,4,18,0.222,2,5,0.4,1.1,1.1,43.5,Fr,5-Jun,2,-0.0524392,84.2594,2.6,2022,70530,all,,1.33333339,2,8,2,10,0.25,0.2,0,0,,,103.691,101.715,1.21286,16.0377,-3.7961,-3.29718,-0.498917,-5.10497,14.8889,-3.26825,-1.83672,0.4444,1.2222,1.6667,0.4444,0.5556,0.1111,4.4444,Wing G,2.81468
Hakim Hart,Maryland,B10,32,77.7,127.3,14.2,60.1,64.69,3.1,9.9,11.9,12,68,80,0.85,78,113,0.69,31,94,0.33,1.3,2.9,38.6,Jr,8-Jun,13,3.9264,121.787,2.2,2022,70532,all,7.6,2.06907969,71,97,7,16,0.732,0.4375,11,12,0.9167,,104.489,98.0207,3.16405,179.168,6.98139,4.78516,2.19623,5.88654,31.3125,3.20695,2.6796,0.8438,2.7188,3.5625,1.875,1.5312,0.375,9.9062,Wing F,5.54301
Luke Smith,Belmont,OVC,32,61.2,109.1,16.2,51.7,55.16,0.6,8.7,15,13.9,35,40,0.875,35,56,0.625,47,148,0.318,0.3,2.9,19.6,Sr,Jun-00,3,1.48843,102.879,3.4,2022,70533,all,,2.41931023,27,41,8,15,0.6585,0.5333,0,0,,,99.3856,100.456,2.28765,140.548,0.78819,1.25297,-0.464777,-0.211429,24.5455,-0.967063,0.755634,0.1212,1.9091,2.0303,2.2727,1.2121,0.0606,8.0909,Combo G,10.7472
Trey Hutcheson,Albany,AE,29,52.3,106.4,13.3,48.2,51.56,3.7,12.1,5,10.6,24,30,0.8,20,44,0.455,31,94,0.33,3.2,2.1,21.7,Jr,5-Jun,3,0.584858,92.9092,3.7,2022,70535,all,,1.06670534,16,33,4,11,0.4848,0.3636,2,2,1,,100.12,102.707,1.91281,116.747,1.18959,-0.41461,1.6042,0.0236409,22.4483,-0.99305,1.01669,0.7241,2.1379,2.8621,0.5517,0.7586,0.5862,5.4138,Wing G,8.79788
John Ojiako,Virginia Tech,ACC,20,8.6,122.2,21,59.4,63.13,21.3,19.3,3.3,16.9,9,11,0.818,19,32,0.594,0,0,0,6.7,0,34.4,Jr,10-Jun,21,0.882354,126.382,4.5,2022,70537,all,51.6,0.28571429,12,17,7,15,0.7059,0.4667,6,6,1,,98.1982,96.8836,0.655853,22.1953,2.76121,2.31214,0.44907,2.78694,6.2,2.23074,0.556195,1,0.95,1.95,0.1,0,0.35,2.35,C,0
Alex Ducas,Saint Mary's,WCC,33,74.9,105.3,17.8,52.4,54.84,2.1,13.8,5.5,13.6,39,48,0.813,54,122,0.443,65,167,0.389,0.5,1.9,16.6,Jr,7-Jun,44,2.12749,105.826,2.2,2022,70538,all,,0.76924418,39,72,15,50,0.5417,0.3,1,1,1,,95.7876,91.3511,3.74563,168.808,3.69144,1.67503,2.0164,3.34536,29.7941,1.63098,1.71437,0.4706,3.2353,3.7059,0.8824,0.9118,0.2059,10.2941,Wing G,10.414
Kyle Bowen,Saint Mary's,WCC,33,73.4,126.4,9.4,60.9,61.69,4.8,18.4,7.4,12.2,12,17,0.706,25,37,0.676,39,100,0.39,1.5,1.5,12.4,Jr,8-Jun,14,2.65957,111.47,3,2022,70539,all,,2.10013601,23,34,2,3,0.6765,0.6667,0,0,,,94.6087,90.2268,3.78444,173.97,7.44276,3.05817,4.38459,5.25245,29.3824,1.89271,3.35973,1.1765,4.2941,5.4706,1.2353,0.7059,0.4118,5.6176,Stretch 4,6.36335
